Velocity,Wrench,dWrench,PBO_index,Assistance Level
-0.1,40.90909090909091,13.63636363636364,-1.0,0.0
-0.1,40.90909090909091,22.727272727272734,-1.0,0.0
-0.1,40.90909090909091,31.818181818181827,-1.0,0.0
-0.1,40.90909090909091,40.90909090909092,-1.0,0.0
-0.1,40.90909090909091,50.0,-1.0,0.0
-0.1,68.18181818181819,-50.0,-1.0,-0.0
-0.1,68.18181818181819,-40.90909090909091,-1.0,-0.0
-0.1,68.18181818181819,-31.818181818181817,-1.0,-0.0
-0.1,68.18181818181819,-22.727272727272727,-1.0,-0.0
-0.1,68.18181818181819,-13.636363636363633,-1.0,-0.0
-0.1,68.18181818181819,-4.54545454545454,-1.0,-0.0
-0.1,68.18181818181819,4.545454545454547,-1.0,0.0
-0.1,68.18181818181819,13.63636363636364,-1.0,0.0
-0.1,68.18181818181819,22.727272727272734,-1.0,0.0
-0.1,68.18181818181819,31.818181818181827,-1.0,0.0
-0.1,68.18181818181819,40.90909090909092,-1.0,0.0
-0.1,68.18181818181819,50.0,-1.0,0.0
-0.1,95.45454545454547,-50.0,-1.0,-0.0
-0.1,95.45454545454547,-40.90909090909091,-1.0,-0.0
-0.1,95.45454545454547,-31.818181818181817,-1.0,-0.0
-0.1,95.45454545454547,-22.727272727272727,-1.0,-0.0
-0.1,95.45454545454547,-13.636363636363633,-1.0,-0.0
-0.1,95.45454545454547,-4.54545454545454,-1.0,-0.0
-0.1,95.45454545454547,4.545454545454547,-1.0,0.0
-0.1,95.45454545454547,13.63636363636364,-1.0,0.0
-0.1,95.45454545454547,22.727272727272734,-1.0,0.0
-0.1,95.45454545454547,31.818181818181827,-1.0,0.0
-0.1,95.45454545454547,40.90909090909092,-1.0,0.0
-0.1,95.45454545454547,50.0,-1.0,0.0
-0.1,122.72727272727275,-50.0,-1.0,-0.0
-0.1,122.72727272727275,-40.90909090909091,-1.0,-0.0
-0.1,122.72727272727275,-31.818181818181817,-1.0,-0.0
-0.1,122.72727272727275,-22.727272727272727,-1.0,-0.0
-0.1,122.72727272727275,-13.636363636363633,-1.0,-0.0
-0.1,122.72727272727275,-4.54545454545454,-1.0,-0.0
-0.1,122.72727272727275,4.545454545454547,-1.0,0.0
-0.1,122.72727272727275,13.63636363636364,-1.0,0.0
-0.1,122.72727272727275,22.727272727272734,-1.0,0.0
-0.1,122.72727272727275,31.818181818181827,-1.0,0.0
-0.1,122.72727272727275,40.90909090909092,-1.0,0.0
-0.1,122.72727272727275,50.0,-1.0,0.0
-0.1,150.0,-50.0,-1.0,-0.0
-0.1,150.0,-40.90909090909091,-1.0,-0.0
-0.1,150.0,-31.818181818181817,-1.0,-0.0
-0.1,150.0,-22.727272727272727,-1.0,-0.0
-0.1,150.0,-13.636363636363633,-1.0,-0.0
-0.1,150.0,-4.54545454545454,-1.0,-0.0
-0.1,150.0,4.545454545454547,-1.0,0.0
-0.1,150.0,13.63636363636364,-1.0,0.0
-0.1,150.0,22.727272727272734,-1.0,0.0
-0.1,150.0,31.818181818181827,-1.0,0.0
-0.1,150.0,40.90909090909092,-1.0,0.0
-0.1,150.0,50.0,-1.0,0.0
-0.08181818181818182,-150.0,-50.0,-1.0,-0.0
-0.08181818181818182,-150.0,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,-150.0,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,-150.0,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,-150.0,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,-150.0,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,-150.0,4.545454545454547,-1.0,0.0
-0.08181818181818182,-150.0,13.63636363636364,-1.0,0.0
-0.08181818181818182,-150.0,22.727272727272734,-1.0,0.0
-0.08181818181818182,-150.0,31.818181818181827,-1.0,0.0
-0.08181818181818182,-150.0,40.90909090909092,-1.0,0.0
-0.08181818181818182,-150.0,50.0,-1.0,0.0
-0.08181818181818182,-122.72727272727272,-50.0,-1.0,-0.0
-0.08181818181818182,-122.72727272727272,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,-122.72727272727272,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,-122.72727272727272,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,-122.72727272727272,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,-122.72727272727272,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,-122.72727272727272,4.545454545454547,-1.0,0.0
-0.08181818181818182,-122.72727272727272,13.63636363636364,-1.0,0.0
-0.08181818181818182,-122.72727272727272,22.727272727272734,-1.0,0.0
-0.08181818181818182,-122.72727272727272,31.818181818181827,-1.0,0.0
-0.08181818181818182,-122.72727272727272,40.90909090909092,-1.0,0.0
-0.08181818181818182,-122.72727272727272,50.0,-1.0,0.0
-0.08181818181818182,-95.45454545454545,-50.0,-1.0,-0.0
-0.08181818181818182,-95.45454545454545,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,-95.45454545454545,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,-95.45454545454545,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,-95.45454545454545,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,-95.45454545454545,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,-95.45454545454545,4.545454545454547,-1.0,0.0
-0.08181818181818182,-95.45454545454545,13.63636363636364,-1.0,0.0
-0.08181818181818182,-95.45454545454545,22.727272727272734,-1.0,0.0
-0.08181818181818182,-95.45454545454545,31.818181818181827,-1.0,0.0
-0.08181818181818182,-95.45454545454545,40.90909090909092,-1.0,0.0
-0.08181818181818182,-95.45454545454545,50.0,-1.0,0.0
-0.08181818181818182,-68.18181818181819,-50.0,-1.0,-0.0
-0.08181818181818182,-68.18181818181819,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,-68.18181818181819,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,-68.18181818181819,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,-68.18181818181819,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,-68.18181818181819,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,-68.18181818181819,4.545454545454547,-1.0,0.0
-0.08181818181818182,-68.18181818181819,13.63636363636364,-1.0,0.0
-0.08181818181818182,-68.18181818181819,22.727272727272734,-1.0,0.0
-0.08181818181818182,-68.18181818181819,31.818181818181827,-1.0,0.0
-0.08181818181818182,-68.18181818181819,40.90909090909092,-1.0,0.0
-0.08181818181818182,-68.18181818181819,50.0,-1.0,0.0
-0.08181818181818182,-40.90909090909091,-50.0,-1.0,-0.0
-0.08181818181818182,-40.90909090909091,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,-40.90909090909091,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,-40.90909090909091,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,-40.90909090909091,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,-40.90909090909091,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,-40.90909090909091,4.545454545454547,-1.0,0.0
-0.08181818181818182,-40.90909090909091,13.63636363636364,-1.0,0.0
-0.08181818181818182,-40.90909090909091,22.727272727272734,-1.0,0.0
-0.08181818181818182,-40.90909090909091,31.818181818181827,-1.0,0.0
-0.08181818181818182,-40.90909090909091,40.90909090909092,-1.0,0.0
-0.08181818181818182,-40.90909090909091,50.0,-1.0,0.0
-0.08181818181818182,-13.636363636363626,-50.0,-1.0,-0.0
-0.08181818181818182,-13.636363636363626,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,-13.636363636363626,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,-13.636363636363626,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,-13.636363636363626,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,-13.636363636363626,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,-13.636363636363626,4.545454545454547,-1.0,0.0
-0.08181818181818182,-13.636363636363626,13.63636363636364,-1.0,0.0
-0.08181818181818182,-13.636363636363626,22.727272727272734,-1.0,0.0
-0.08181818181818182,-13.636363636363626,31.818181818181827,-1.0,0.0
-0.08181818181818182,-13.636363636363626,40.90909090909092,-1.0,0.0
-0.08181818181818182,-13.636363636363626,50.0,-1.0,0.0
-0.08181818181818182,13.636363636363626,-50.0,-1.0,-0.0
-0.08181818181818182,13.636363636363626,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,13.636363636363626,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,13.636363636363626,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,13.636363636363626,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,13.636363636363626,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,13.636363636363626,4.545454545454547,-1.0,0.0
-0.08181818181818182,13.636363636363626,13.63636363636364,-1.0,0.0
-0.08181818181818182,13.636363636363626,22.727272727272734,-1.0,0.0
-0.08181818181818182,13.636363636363626,31.818181818181827,-1.0,0.0
-0.08181818181818182,13.636363636363626,40.90909090909092,-1.0,0.0
-0.08181818181818182,13.636363636363626,50.0,-1.0,0.0
-0.08181818181818182,40.90909090909091,-50.0,-1.0,-0.0
-0.08181818181818182,40.90909090909091,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,40.90909090909091,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,40.90909090909091,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,40.90909090909091,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,40.90909090909091,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,40.90909090909091,4.545454545454547,-1.0,0.0
-0.08181818181818182,40.90909090909091,13.63636363636364,-1.0,0.0
-0.08181818181818182,40.90909090909091,22.727272727272734,-1.0,0.0
-0.08181818181818182,40.90909090909091,31.818181818181827,-1.0,0.0
-0.08181818181818182,40.90909090909091,40.90909090909092,-1.0,0.0
-0.08181818181818182,40.90909090909091,50.0,-1.0,0.0
-0.08181818181818182,68.18181818181819,-50.0,-1.0,-0.0
-0.08181818181818182,68.18181818181819,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,68.18181818181819,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,68.18181818181819,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,68.18181818181819,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,68.18181818181819,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,68.18181818181819,4.545454545454547,-1.0,0.0
-0.08181818181818182,68.18181818181819,13.63636363636364,-1.0,0.0
-0.08181818181818182,68.18181818181819,22.727272727272734,-1.0,0.0
-0.08181818181818182,68.18181818181819,31.818181818181827,-1.0,0.0
-0.08181818181818182,68.18181818181819,40.90909090909092,-1.0,0.0
-0.08181818181818182,68.18181818181819,50.0,-1.0,0.0
-0.08181818181818182,95.45454545454547,-50.0,-1.0,-0.0
-0.08181818181818182,95.45454545454547,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,95.45454545454547,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,95.45454545454547,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,95.45454545454547,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,95.45454545454547,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,95.45454545454547,4.545454545454547,-1.0,0.0
-0.08181818181818182,95.45454545454547,13.63636363636364,-1.0,0.0
-0.08181818181818182,95.45454545454547,22.727272727272734,-1.0,0.0
-0.08181818181818182,95.45454545454547,31.818181818181827,-1.0,0.0
-0.08181818181818182,95.45454545454547,40.90909090909092,-1.0,0.0
-0.08181818181818182,95.45454545454547,50.0,-1.0,0.0
-0.08181818181818182,122.72727272727275,-50.0,-1.0,-0.0
-0.08181818181818182,122.72727272727275,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,122.72727272727275,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,122.72727272727275,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,122.72727272727275,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,122.72727272727275,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,122.72727272727275,4.545454545454547,-1.0,0.0
-0.08181818181818182,122.72727272727275,13.63636363636364,-1.0,0.0
-0.08181818181818182,122.72727272727275,22.727272727272734,-1.0,0.0
-0.08181818181818182,122.72727272727275,31.818181818181827,-1.0,0.0
-0.08181818181818182,122.72727272727275,40.90909090909092,-1.0,0.0
-0.08181818181818182,122.72727272727275,50.0,-1.0,0.0
-0.08181818181818182,150.0,-50.0,-1.0,-0.0
-0.08181818181818182,150.0,-40.90909090909091,-1.0,-0.0
-0.08181818181818182,150.0,-31.818181818181817,-1.0,-0.0
-0.08181818181818182,150.0,-22.727272727272727,-1.0,-0.0
-0.08181818181818182,150.0,-13.636363636363633,-1.0,-0.0
-0.08181818181818182,150.0,-4.54545454545454,-1.0,-0.0
-0.08181818181818182,150.0,4.545454545454547,-1.0,0.0
-0.08181818181818182,150.0,13.63636363636364,-1.0,0.0
-0.08181818181818182,150.0,22.727272727272734,-1.0,0.0
-0.08181818181818182,150.0,31.818181818181827,-1.0,0.0
-0.08181818181818182,150.0,40.90909090909092,-1.0,0.0
-0.08181818181818182,150.0,50.0,-1.0,0.0
-0.06363636363636363,-150.0,-50.0,-1.0,-0.0
-0.06363636363636363,-150.0,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,-150.0,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,-150.0,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,-150.0,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,-150.0,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,-150.0,4.545454545454547,-1.0,0.0
-0.06363636363636363,-150.0,13.63636363636364,-1.0,0.0
-0.06363636363636363,-150.0,22.727272727272734,-1.0,0.0
-0.06363636363636363,-150.0,31.818181818181827,-1.0,0.0
-0.06363636363636363,-150.0,40.90909090909092,-1.0,0.0
-0.06363636363636363,-150.0,50.0,-1.0,0.0
-0.06363636363636363,-122.72727272727272,-50.0,-1.0,-0.0
-0.06363636363636363,-122.72727272727272,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,-122.72727272727272,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,-122.72727272727272,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,-122.72727272727272,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,-122.72727272727272,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,-122.72727272727272,4.545454545454547,-1.0,0.0
-0.06363636363636363,-122.72727272727272,13.63636363636364,-1.0,0.0
-0.06363636363636363,-122.72727272727272,22.727272727272734,-1.0,0.0
-0.06363636363636363,-122.72727272727272,31.818181818181827,-1.0,0.0
-0.06363636363636363,-122.72727272727272,40.90909090909092,-1.0,0.0
-0.06363636363636363,-122.72727272727272,50.0,-1.0,0.0
-0.06363636363636363,-95.45454545454545,-50.0,-1.0,-0.0
-0.06363636363636363,-95.45454545454545,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,-95.45454545454545,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,-95.45454545454545,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,-95.45454545454545,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,-95.45454545454545,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,-95.45454545454545,4.545454545454547,-1.0,0.0
-0.06363636363636363,-95.45454545454545,13.63636363636364,-1.0,0.0
-0.06363636363636363,-95.45454545454545,22.727272727272734,-1.0,0.0
-0.06363636363636363,-95.45454545454545,31.818181818181827,-1.0,0.0
-0.06363636363636363,-95.45454545454545,40.90909090909092,-1.0,0.0
-0.06363636363636363,-95.45454545454545,50.0,-1.0,0.0
-0.06363636363636363,-68.18181818181819,-50.0,-1.0,-0.0
-0.06363636363636363,-68.18181818181819,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,-68.18181818181819,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,-68.18181818181819,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,-68.18181818181819,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,-68.18181818181819,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,-68.18181818181819,4.545454545454547,-1.0,0.0
-0.06363636363636363,-68.18181818181819,13.63636363636364,-1.0,0.0
-0.06363636363636363,-68.18181818181819,22.727272727272734,-1.0,0.0
-0.06363636363636363,-68.18181818181819,31.818181818181827,-1.0,0.0
-0.06363636363636363,-68.18181818181819,40.90909090909092,-1.0,0.0
-0.06363636363636363,-68.18181818181819,50.0,-1.0,0.0
-0.06363636363636363,-40.90909090909091,-50.0,-1.0,-0.0
-0.06363636363636363,-40.90909090909091,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,-40.90909090909091,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,-40.90909090909091,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,-40.90909090909091,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,-40.90909090909091,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,-40.90909090909091,4.545454545454547,-1.0,0.0
-0.06363636363636363,-40.90909090909091,13.63636363636364,-1.0,0.0
-0.06363636363636363,-40.90909090909091,22.727272727272734,-1.0,0.0
-0.06363636363636363,-40.90909090909091,31.818181818181827,-1.0,0.0
-0.06363636363636363,-40.90909090909091,40.90909090909092,-1.0,0.0
-0.06363636363636363,-40.90909090909091,50.0,-1.0,0.0
-0.06363636363636363,-13.636363636363626,-50.0,-1.0,-0.0
-0.06363636363636363,-13.636363636363626,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,-13.636363636363626,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,-13.636363636363626,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,-13.636363636363626,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,-13.636363636363626,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,-13.636363636363626,4.545454545454547,-1.0,0.0
-0.06363636363636363,-13.636363636363626,13.63636363636364,-1.0,0.0
-0.06363636363636363,-13.636363636363626,22.727272727272734,-1.0,0.0
-0.06363636363636363,-13.636363636363626,31.818181818181827,-1.0,0.0
-0.06363636363636363,-13.636363636363626,40.90909090909092,-1.0,0.0
-0.06363636363636363,-13.636363636363626,50.0,-1.0,0.0
-0.06363636363636363,13.636363636363626,-50.0,-1.0,-0.0
-0.06363636363636363,13.636363636363626,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,13.636363636363626,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,13.636363636363626,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,13.636363636363626,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,13.636363636363626,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,13.636363636363626,4.545454545454547,-1.0,0.0
-0.06363636363636363,13.636363636363626,13.63636363636364,-1.0,0.0
-0.06363636363636363,13.636363636363626,22.727272727272734,-1.0,0.0
-0.06363636363636363,13.636363636363626,31.818181818181827,-1.0,0.0
-0.06363636363636363,13.636363636363626,40.90909090909092,-1.0,0.0
-0.06363636363636363,13.636363636363626,50.0,-1.0,0.0
-0.06363636363636363,40.90909090909091,-50.0,-1.0,-0.0
-0.06363636363636363,40.90909090909091,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,40.90909090909091,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,40.90909090909091,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,40.90909090909091,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,40.90909090909091,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,40.90909090909091,4.545454545454547,-1.0,0.0
-0.06363636363636363,40.90909090909091,13.63636363636364,-1.0,0.0
-0.06363636363636363,40.90909090909091,22.727272727272734,-1.0,0.0
-0.06363636363636363,40.90909090909091,31.818181818181827,-1.0,0.0
-0.06363636363636363,40.90909090909091,40.90909090909092,-1.0,0.0
-0.06363636363636363,40.90909090909091,50.0,-1.0,0.0
-0.06363636363636363,68.18181818181819,-50.0,-1.0,-0.0
-0.06363636363636363,68.18181818181819,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,68.18181818181819,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,68.18181818181819,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,68.18181818181819,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,68.18181818181819,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,68.18181818181819,4.545454545454547,-1.0,0.0
-0.06363636363636363,68.18181818181819,13.63636363636364,-1.0,0.0
-0.06363636363636363,68.18181818181819,22.727272727272734,-1.0,0.0
-0.06363636363636363,68.18181818181819,31.818181818181827,-1.0,0.0
-0.06363636363636363,68.18181818181819,40.90909090909092,-1.0,0.0
-0.06363636363636363,68.18181818181819,50.0,-1.0,0.0
-0.06363636363636363,95.45454545454547,-50.0,-1.0,-0.0
-0.06363636363636363,95.45454545454547,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,95.45454545454547,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,95.45454545454547,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,95.45454545454547,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,95.45454545454547,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,95.45454545454547,4.545454545454547,-1.0,0.0
-0.06363636363636363,95.45454545454547,13.63636363636364,-1.0,0.0
-0.06363636363636363,95.45454545454547,22.727272727272734,-1.0,0.0
-0.06363636363636363,95.45454545454547,31.818181818181827,-1.0,0.0
-0.06363636363636363,95.45454545454547,40.90909090909092,-1.0,0.0
-0.06363636363636363,95.45454545454547,50.0,-1.0,0.0
-0.06363636363636363,122.72727272727275,-50.0,-1.0,-0.0
-0.06363636363636363,122.72727272727275,-40.90909090909091,-1.0,-0.0
-0.06363636363636363,122.72727272727275,-31.818181818181817,-1.0,-0.0
-0.06363636363636363,122.72727272727275,-22.727272727272727,-1.0,-0.0
-0.06363636363636363,122.72727272727275,-13.636363636363633,-1.0,-0.0
-0.06363636363636363,122.72727272727275,-4.54545454545454,-1.0,-0.0
-0.06363636363636363,122.72727272727275,4.545454545454547,-1.0,0.0
